"DATE","DESCRIPTION","AMOUNT","ID","MEMO","CURRENT BALANCE"
"08/28/2021","DB DEBIT - 8-28-2021, NINTENDO    *AMERICAUS   800-255-3700 WA,AUTH# 206119 DEBIT CARD DEBIT","-$7.99","VQBGAFQAUABKAEIAdQA1AFgAWAA4AHkAUwBOAGkAVgBPAEYASgBsAC8AZwA9AD0A","","$4,216.73"
"08/27/2021","DB DEBIT - 8-27-2021, VENMO*                   VISA DIRECT  NY,AUTH# 993032 DEBIT CARD DEBIT","-$50.00","cABpADMATABXAGYAZABOAFkAWABhAGwANwBLACsANABQADAARgBMADMAUQA9AD0A","","$4,224.72"
"08/26/2021","DB DEBIT - 8-24-2021, WILDSIDE SMOKESHOP       NASHUA       NH,AUTH# 107923 DEBIT CARD DEBIT","-$79.99","dQBWAG8AbwBzAFAAegArAC8AbABJAHkASQBDAHAAVwBuAGcAZgBrAFEAQQA9AD0A","","$4,274.72"
"08/23/2021","DEPOSIT $167.00 ONLINE DEPOSIT: REF # 57499368","$167.00","NQBzAFIANwBYAGwAegBvAEMARQBQAGYAbQBpAGkAeQB4ADQAeQByAHUAdwA9AD0A","","$4,354.71"
"08/23/2021","DEPOSIT $167.00 ONLINE DEPOSIT: REF # 57499217","$167.00","KwBIAFcAUwBFAFAANAA0ADcAcAAwAHQAbQBtAEcASQBQAG4ARABVAFAAdwA9AD0A","","$4,187.71"
"08/23/2021","DB DEBIT - 8-21-2021, SHELL OIL 57544923600    NASHUA       NH,AUTH# 196942 DEBIT CARD DEBIT","-$20.28","KwB2AFgAbABlAE4AVwBnAFgAOABQAGgAVQBlAC8AYgBpAEIAVwB6AGkAZwA9AD0A","","$4,020.71"
"08/23/2021","DB DEBIT - 8-20-2021, NASHUA MARGARITAS-124    603-4308905  NH,AUTH# 736529 DEBIT CARD DEBIT","-$26.71","OABPAEQAZgAvAHkASwBSAFUAdgBtAHMAMABZAG8AVQBzAGkAbgBlAGkAUQA9AD0A","","$4,040.99"
"08/20/2021","DB DEBIT - 8-19-2021, THE PEDDLERS DAUGHTER    603-8217535  NH,AUTH# 980320 DEBIT CARD DEBIT","-$24.00","KwAvAHEAbABaAHUAagBuAEsAWgBiAGgAYQBnAFcAZABXAHcAVAA4AFEAUQA9AD0A","","$4,067.70"
"08/20/2021","DB DEBIT - 8-19-2021, ZEE QUICK STOP           NASHUA       NH,AUTH# 987724 DEBIT CARD DEBIT","-$9.00","UgBlAEMASQBnADYAZwBPADAANAByADQAcwBFAHgAcABpAHAAaQB3AFMAZwA9AD0A","","$4,091.70"
"08/20/2021","DB DEBIT - 8-19-2021, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 898731 DEBIT CARD DEBIT","-$50.00","SABWAEwAVABxADQAQQBqAGIAeQB1AEEAWgAvAEcATwBFAGkAUABUAGoAQQA9AD0A","","$4,100.70"
"08/20/2021","DB DEBIT - 8-20-2021, PENUCHE S ALE HOUSE      NASHUA       NH,AUTH# 34323 DEBIT CARD DEBIT","-$52.00","SgBjAGkAcgBpAEQAZABtAFgASQAwADYAVgBGAG4AMAB0AHEAWAAvADIAZwA9AD0A","","$4,150.70"
"08/19/2021","ELECTRONIC DEPOSIT - 1501HEADWALL PHOPAYROLL   081421","$644.63","UABRAHYAZABOAFkAZgBLAEQAbwAyADEANQBPAHIAagBTAC8AZABjAHgAQQA9AD0A","","$4,202.70"
"08/19/2021","DB DEBIT - 8-18-2021, PAYPAL *PLAYSTATION      402-935-7733 CA,AUTH# 97714 DEBIT CARD DEBIT","-$19.99","ZABjAC8ANgBkAEEALwBsAFoARgBRAE4AVABCAHgAcgBKAFAAZAA5AFgAdwA9AD0A","","$3,558.07"
"08/18/2021","DB DEBIT - 8-18-2021, GOPUFF                   185-540-0783 PA,AUTH# 885073 DEBIT CARD DEBIT","-$5.95","eQArAGgATQBsAGoAbgBYADgAbABlAC8AcwA4AFcAdQBqAFkAVABWADMAZwA9AD0A","","$3,578.06"
"08/18/2021","DB DEBIT - 8-18-2021, VENMO*                   VISA DIRECT  NY,AUTH# 35591 DEBIT CARD DEBIT","-$5.00","eQBhAFcAOABzAEMAcwBCAE4ARwBIAHEAMAByADcALwBwAHYAZgAzAHgAUQA9AD0A","","$3,584.01"
"08/18/2021","DB DEBIT - 8-17-2021, UBER   TRIP              HELP.UBER.COMCA,AUTH# 349143 DEBIT CARD DEBIT","-$5.25","NQBRAGEAYwBJAGkAbABuAFQAYwBHAHcAbQA4AHYASwBSADYAbgBUAEgAZwA9AD0A","","$3,589.01"
"08/18/2021","DB DEBIT - 8-17-2021, APPLE.COM/BILL           408-974-1010 CA,AUTH# 192807 DEBIT CARD DEBIT","-$2.99","MABHADUAcgBmAEMAVQB6AFgARAAyAFIAVgBiAEQAagBqAFYALwAyAEMAdwA9AD0A","","$3,594.26"
"08/16/2021","DB DEBIT - 8-15-2021, APPLE.COM/BILL           408-974-1010 CA,AUTH# 931616 DEBIT CARD DEBIT","-$4.99","WABhAEQAeABjAHMAbQA1ADQAbABFAGgASAAwAEIARQBmADMAVwBzAEwAQQA9AD0A","","$3,597.25"
"08/16/2021","DB DEBIT - 8-14-2021, SHELL OIL 57544923600    NASHUA       NH,AUTH# 766709 DEBIT CARD DEBIT","-$10.99","dgA4AFMAbQB0AHoAVwA3AGYATwBQACsAegBUAEkASwBOADUATgBnAEEAdwA9AD0A","","$3,602.24"
"08/16/2021","DB DEBIT - 8-14-2021, EXXONMOBIL    99897241   BOXBOROUGH   MA,AUTH# 622403 DEBIT CARD DEBIT","-$43.38","cQBZAE0AUwBlAGcAUQB2AFMAbwBLAFQAdgBPAEUAMgA4AFAAWAAzAFYAUQA9AD0A","","$3,613.23"
"08/12/2021","DB DEBIT - 8-11-2021, SHELL OIL 57544923600    NASHUA       NH,AUTH# 211549 DEBIT CARD DEBIT","-$12.19","QgAxAGkAWQBOAHEAdwB4AEIAaAAwAFYAdABIAEoATwBpAGcAcgBSAE4AdwA9AD0A","","$3,656.61"
"08/12/2021","DB DEBIT - 8-11-2021, COINBASE                 HTTPS://WWW.FCA,AUTH# 287485 DEBIT CARD DEBIT","-$100.00","WgA0ADIAagBzAFoASwBqAEIAegBWAFEARABRAEIAVwBkAG4AcgBPAG4AZwA9AD0A","","$3,668.80"
"08/11/2021","DB DEBIT - 8-10-2021, PAYPAL *DISNEY PLUS      402-935-7733 CA,AUTH# 62416 DEBIT CARD DEBIT","-$7.99","TAB6AGsANwB1AHcAYwBOADgAdgAvAGsAZwBHAFYANAB5ADcAWgBVAEkAZwA9AD0A","","$3,768.80"
"08/10/2021","DB DEBIT - 8-09-2021, ISAACS BAGEL CAFE LLC    860-8161281  CT,AUTH# 115740 DEBIT CARD DEBIT","-$6.10","VABvACsAUQBWAC8ASQA5AEcATABXADMAaQAzAFUAQwA5AC8ATwA1AHIAQQA9AD0A","","$3,776.79"
"08/09/2021","DB DEBIT - 8-09-2021, VENMO*                   VISA DIRECT  NY,AUTH# 209254 DEBIT CARD DEBIT","-$120.00","ZgBMAEoAaQArAHYAVQBHAG0AZwB5AFcAMAB3AHYAdgB2AFIAZABJAFoAdwA9AD0A","","$3,782.89"
"08/09/2021","DB DEBIT - 8-07-2021, TA #22  WILLINGTON FAS   WILLINGTON   CT,AUTH# 129828 DEBIT CARD DEBIT","-$9.97","SwBFAFcAWABWAFQAagBXAFYAaQAwAEwAbAB1AFoAWgBEAEMAawBOAHoAdwA9AD0A","","$3,902.89"
"08/09/2021","DB DEBIT - 8-08-2021, UBER   TRIP              HELP.UBER.COMCA,AUTH# 304846 DEBIT CARD DEBIT","-$9.98","RwBuAE0AVAB4AGMANgBvAFkANwBCAEIAagBIADgAcgB6AGEAVQBlADcAdwA9AD0A","","$3,912.86"
"08/09/2021","DB DEBIT - 8-08-2021, NOODLES   CO 7301        WEST HARTFORDCT,AUTH# 520313 DEBIT CARD DEBIT","-$12.97","MABEAHIAdwByAC8AYQBxAGUAeQBWAHoAdgBHAE0ASAB6AGMAeABuAEwAdwA9AD0A","","$3,922.84"
"08/09/2021","DB DEBIT - 8-08-2021, SHISH KEBAB HOUSE AFGHA  WEST HARTFORDCT,AUTH# 278450 DEBIT CARD DEBIT","-$31.34","MwBzADMAbgAxAGUARQBWAG4AMQBVAEgAVwBuAFQARQBsAEgAMABhAHEAdwA9AD0A","","$3,935.81"
"08/07/2021","DB DEBIT - 8-07-2021, VENMO*                   VISA DIRECT  NY,AUTH# 521555 DEBIT CARD DEBIT","-$45.00","dgAvAGcARAB0ADEAYQBaAGQAOQBNAHAAcQBkAE8AUwBXAEMAcgBkAHYAZwA9AD0A","","$3,967.15"
"08/06/2021","TRANSFER FROM ACCT 5136510-005 - MOBILE BANKING TRANSFER:637638737334126336","$25.00","WABiAFQAWgB0AE4AWQBHAGgAKwBsAHoAOQA4AHgAOABpAFgARwB3AFUAZwA9AD0A","","$4,012.15"
"08/05/2021","ELECTRONIC DEPOSIT - 1501HEADWALL PHOPAYROLL   073121","$644.62","NwAxAHYAKwA4AGEAKwB4AFIAMQBWAEkAUQBCAGsAbwBZAFUAagAwAFEAZwA9AD0A","","$3,987.15"
"08/05/2021","DB DEBIT - 8-04-2021, EXXONMOBIL    98905599   BERLIN       MA,AUTH# 884564 DEBIT CARD DEBIT","-$44.47","MgA2AG8AUwByAEcAOABmAGUAbAA5AGsAdwBRAHYAdwAxAHcAMwByAEUAUQA9AD0A","","$3,342.53"
"08/05/2021","DB DEBIT - 8-04-2021, PAYPAL *PLAYSTATION      402-935-7733 CA,AUTH# 780605 DEBIT CARD DEBIT","-$9.99","cwA2AHEAcQBWAGkAbQBQAEYAWABKAEUAbAA0AEMATQBEAEwAUgBqAGMAdwA9AD0A","","$3,387.00"
"08/04/2021","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    080421","-$1.00","KwBjAGoAcQBDAHAAYgBmAG0AOQBJAEgATwBXAGwAYgBEAE8AKwBJAFcAdwA9AD0A","","$3,396.99"
"08/04/2021","TRANSFER TO MBR 5136510 ACCT 5 08/04/2021 04:39 748429. NISSAN INSURANCE - ","-$56.16","NwByAEQAZQAvAG8AdwBVAEoAWABPADUAVABMAHYAQgA3ADYAZQArAFIAQQA9AD0A","","$3,397.99"
"08/04/2021","DB DEBIT - 8-03-2021, PAYPAL *HIDIVE           402-935-7733 TX,AUTH# 102328 DEBIT CARD DEBIT","-$4.99","cgBvAC8AWQBqADYAZABhADMASQBHAGsAMABhAGQAUQBJAEIAUAAyAHUAdwA9AD0A","","$3,454.15"
"08/03/2021","DB DEBIT - 8-03-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 737112 DEBIT CARD DEBIT","-$7.99","YwBmAGgAawBEAEUAcABDAFgAMQBrAEcANwAzAEEAOABaADgAYwBFAGYAUQA9AD0A","","$3,459.14"
"08/02/2021","DB DEBIT - 8-02-2021, PAYPAL *HULU             402-935-7733 CA,AUTH# 363777 DEBIT CARD DEBIT","-$11.99","MwB2ADEAbgBRAFgAOQBGAHoAcgBjAHkAMAB1AEEAYgBkAFAAOQBLAHkAQQA9AD0A","","$3,467.13"
"08/01/2021","DB DEBIT - 7-31-2021, PAYPAL *PLAYSTATION      402-935-7733 CA,AUTH# 570348 DEBIT CARD DEBIT","-$9.99","NgByAHQATwBJAHgAUwA4AGIAcQBvAGsAMQBJADkAaABFAEIAagA4ADgAUQA9AD0A","","$3,479.12"
"08/01/2021","DB DEBIT - 8-01-2021, LINODE                   855-454-6633 PA,AUTH# 712859 DEBIT CARD DEBIT","-$5.00","SwBmAGkAWAA5AEEAZgB0AHQAMABnAE4ARQBKADEARABwAGkASgBOAFUAdwA9AD0A","","$3,489.11"
"08/01/2021","DB DEBIT - 7-31-2021, THE PEDDLERS DAUGHTER    603-8217535  NH,AUTH# 963100 DEBIT CARD DEBIT","-$12.00","VwBqAE0AMAAvAHEAVABIAEIAZQBFAEgAdQBXAE4ATgBTAEYAKwBnAEUAUQA9AD0A","","$3,494.11"
"07/30/2021","DB DEBIT - 7-30-2021, BEST BUY MHT  00005348   NASHUA       NH,AUTH# 566361 DEBIT CARD DEBIT","-$91.99","WQBEAHAAWQBKAHoAUABPAHEAdABsAHUAYQBRAEIAbQBWADEANwBCAFAAUQA9AD0A","","$3,506.11"
"07/30/2021","DB DEBIT - 7-29-2021, HANNAFORD #8186          NASHUA       NH,AUTH# 127872 DEBIT CARD DEBIT","-$14.87","UABQAGIAbQBXAC8ATwBuAGgAeAB2AFcAZABRAG4AUwBqAFIAeABRAGcAUQA9AD0A","","$3,598.10"
"07/29/2021","DB DEBIT - 7-28-2021, SHELL OIL 57544923600    NASHUA       NH,AUTH# 319891 DEBIT CARD DEBIT","-$39.45","UABLAGYAOABqAHkAUgBzAEoAeQBLAHcARAAzADkAZABzACsAbwBhAG4AZwA9AD0A","","$3,612.97"
"07/28/2021","WITHDRAWAL POS 0728 1756 389594 WENDYS                  NASHUA       NH","-$16.55","RgB3AC8AWABFADIAMwBpAE0AaQBFAGUARQBGAE4AaABHACsALwByAG0AQQA9AD0A","","$3,652.42"
"07/28/2021","DB DEBIT - 7-27-2021, SHELL OIL 57542773304    WILLINGTON   CT,AUTH# 819384 DEBIT CARD DEBIT","-$2.29","bQBQAGkAVAAvAHgAeQBsADIANgA0AEkANgBqAFQAUgBsADMAZwBWAFEAdwA9AD0A","","$3,668.97"
"07/28/2021","DB DEBIT - 7-27-2021, MCDONALD S F25934        CHARLTON     MA,AUTH# 630501 DEBIT CARD DEBIT","-$9.41","WQByAHgAegAvADEARwB6AGMAVwBxAEEAWQB1AGYARABjAHQAdQBvAEsAQQA9AD0A","","$3,671.26"
"07/26/2021","DB DEBIT - 7-25-2021, CANDIA FIRST STOPPE      CANDIA       NH,AUTH# 434446 DEBIT CARD DEBIT","-$5.68","cABtAEYAagByADgAZAAyAGcAZQBkAHAATwBtAGgAYgBrAGcAMQAxAE4AdwA9AD0A","","$3,680.67"
"07/26/2021","DB DEBIT - 7-25-2021, DUNKIN #349743 Q35       CANDIA       NH,AUTH# 434070 DEBIT CARD DEBIT","-$3.03","NQA5AEcAKwBYAFYAMwBkAHMAYgB3AEUAbABTADUAVgBwAEMAcQBwADcAdwA9AD0A","","$3,686.35"
"07/26/2021","DB DEBIT - 7-23-2021, BURGER KING 4ME15        KENNEBUNK    ME,AUTH# 186122 DEBIT CARD DEBIT","-$12.52","UQBDAGsASABNAFgAMABpAFMAbQBEADMAVwBkAEkAbgBZAGIAcgBPAEsAZwA9AD0A","","$3,689.38"
"07/23/2021","DB DEBIT - 7-22-2021, THE PAR TEE SHACK        WESTFORD     MA,AUTH# 284180 DEBIT CARD DEBIT","-$8.50","dwBFAEgAOABsAHYAWQBtAEMAeQBUADgAdwA2AHMAKwAwAGEATABlAHIAQQA9AD0A","","$3,701.90"
"07/23/2021","DB DEBIT - 7-22-2021, THE PAR TEE SHACK        WESTFORD     MA,AUTH# 325666 DEBIT CARD DEBIT","-$8.55","LwBpAFEAcQBDAGQAcwBxAFIAMABmADQAVAB0AFoAWgBHAFYAQwBDAE0AQQA9AD0A","","$3,710.40"
"07/23/2021","DB DEBIT - 7-22-2021, SHELL OIL 57544923600    NASHUA       NH,AUTH# 254038 DEBIT CARD DEBIT","-$34.97","WQBEAHgAZQBPADUAdgBFAEMAVgB1AGEAQgBkAEEAVwBzADEAVABtAHAAZwA9AD0A","","$3,718.95"
"07/23/2021","WITHDRAWAL-CASH CA- $-80.00 WITHDRAWAL-CASH","-$80.00","ZAB5AHAAVgA5AG8AWgBSADAARwBLAHkANgB1AEwATgAwADUAdgBJAEoAUQA9AD0A","","$3,753.92"
"07/22/2021","ELECTRONIC DEPOSIT - 1501HEADWALL PHOPAYROLL   071721","$644.63","NQBwAGsANgAvAE4AMABKAG4ANABwAHEAWABzAFQAQwA5AEYAOAA4AEwAdwA9AD0A","","$3,833.92"
"07/21/2021","DB DEBIT - 7-21-2021, TST* BOSTON BILLIARD CL  NASHUA       NH,AUTH# 340738 DEBIT CARD DEBIT","-$17.00","WQA4ADUAeQBPAEcAOQBXAGwAMQBuAEoAdQArADQATABVAHIAYgArAFIAUQA9AD0A","","$3,189.29"
"07/21/2021","DB DEBIT - 7-21-2021, MCDONALD S F10544        NASHUA       NH,AUTH# 385087 DEBIT CARD DEBIT","-$10.89","UgAvAEkANwBUAC8ANQBVAE0ARwBRAG0AUwBSADgAZwA3AFYAeABEAG4AQQA9AD0A","","$3,206.29"
"07/20/2021","DB DEBIT - 7-19-2021, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 651206 DEBIT CARD DEBIT","-$50.00","RQA2AG0ATQAvAEIAbQBkAE0ATgAzAFQAdQBWAEEAdAB1ADQAVAA2AC8AdwA9AD0A","","$3,217.18"
"07/19/2021","DB DEBIT - 7-18-2021, PANDA EXPRESS 2998       NASHUA       NH,AUTH# 60380 DEBIT CARD DEBIT","-$24.00","NwBYADgAcwBmAE4AUQBhAEwAZwByAGIAegB5AHAAaQBtACsAdABDADMAdwA9AD0A","","$3,267.18"
"07/19/2021","DB DEBIT - 7-18-2021, GOPUFF                   185-540-0783 PA,AUTH# 702356 DEBIT CARD DEBIT","-$5.95","ZgBkAC8AeAB2AEIAcQBCAGoAMQByAHUAZQBJAEkAbgA0AG0ARgB2AFIAZwA9AD0A","","$3,291.18"
"07/19/2021","DB DEBIT - 7-17-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 2611 DEBIT CARD DEBIT","-$2.99","WgA5AEgASQB6AEkAOQA2AEoAZABTAHUASQBPAEQARQBZAGsAVQA5ADMAQQA9AD0A","","$3,297.13"
"07/17/2021","DB DEBIT - 7-16-2021, WALGREENS #9447          NASHUA       NH,AUTH# 643466 DEBIT CARD DEBIT","-$6.98","NwBMAHQAWABuADAARwBWAGwAZAAxAHgAawA0AGYAbAAzAEkAbABaADIAZwA9AD0A","","$3,300.12"
"07/16/2021","DB DEBIT - 7-15-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 573319 DEBIT CARD DEBIT","-$4.99","ZABFAFoAdgBaAC8ANwBSAEsAYQBtADkAaABlADcATgBvAFQAMAB4AGEAUQA9AD0A","","$3,307.10"
"07/15/2021","WITHDRAWAL POS 0715 2043 064940 WENDYS                  NASHUA       NH","-$5.67","YwB2ADQAVwByAGUAMQB3ADYAbAAwAHoAQwBMAHAAYgBjAGgARgBwAFUAZwA9AD0A","","$3,312.09"
"07/13/2021","DB DEBIT - 7-12-2021, SHELL OIL 57544923600    NASHUA       NH,AUTH# 798231 DEBIT CARD DEBIT","-$12.27","VABMAGcAagBpAEoAZgBuAGIAQwAvAEcAZgBXAG8AcwBYADQAcABrAHUAZwA9AD0A","","$3,317.76"
"07/12/2021","WITHDRAWAL-CASH CA- $-40.00 WITHDRAWAL-CASH","-$40.00","NQBRADYANwAvAGYAQgBNAEYARwBQADMAQgBRAEYATwA2AFcAcgBXADcAQQA9AD0A","","$3,330.03"
"07/12/2021","DB DEBIT - 7-10-2021, PAYPAL *DISNEY PLUS      402-935-7733 CA,AUTH# 59947 DEBIT CARD DEBIT","-$7.99","RQBEAHgAegB0AHoAcABUAGUAMwBmAFUAVgBtAGgANgBuAHoAMwA2ADQAdwA9AD0A","","$3,370.03"
"07/12/2021","DB DEBIT - 7-11-2021, SHELL OIL 57544923808    NASHUA       NH,AUTH# 45721 DEBIT CARD DEBIT","-$1.49","NgBmAFkAWgBnAGUAMgBpAGcAMQBJAHUAMQBUADcAVQBZADMAYwA5AFcAQQA9AD0A","","$3,378.02"
"07/12/2021","DB DEBIT - 7-11-2021, SHELL OIL 57544923808    NASHUA       NH,AUTH# 45608 DEBIT CARD DEBIT","-$9.99","eQBPADkAYQBGAGoAUQBwAEsAWQBEAHEAZQA5AHoAWgBBAGgATgA5AEoAdwA9AD0A","","$3,379.51"
"07/12/2021","DB DEBIT - 7-10-2021, THE PEDDLERS DAUGHTER    603-8217535  NH,AUTH# 14961 DEBIT CARD DEBIT","-$4.50","egBGAFAARgBNADMAZQBQAGwAMgBPADUAcgBoAGMAOQB6AHEAQQBkAFQAZwA9AD0A","","$3,389.50"
"07/12/2021","DB DEBIT - 7-10-2021, CASA VIEJA               603-9437240  NH,AUTH# 32588 DEBIT CARD DEBIT","-$20.99","KwBhAFgAMQB4AHEAYwBSAGYARQBLAGMALwBEAGMASAArAHcAVABrAHEAQQA9AD0A","","$3,394.00"
"07/12/2021","DB DEBIT - 7-09-2021, CALIFORNIA BURRITOS LLC  603-7188745  NH,AUTH# 297109 DEBIT CARD DEBIT","-$10.46","cQBHADEAWABMAHYAVQBkAHEAOAByAHEARgB4ADMAUQBaADUASAA5ADIAZwA9AD0A","","$3,414.99"
"07/10/2021","DB DEBIT - 7-09-2021, GULF OIL 92037596        NASHUA       NH,AUTH# 306069 DEBIT CARD DEBIT","-$9.99","NwBKAE8AcAA1AGgASgBoADkANgBvAFIAMABuAE0AVQBEAHoASwA3AEUAQQA9AD0A","","$3,425.45"
"07/09/2021","DB DEBIT - 7-08-2021, SHELL OIL 57544923600    NASHUA       NH,AUTH# 212200 DEBIT CARD DEBIT","-$10.13","MQBOAHIARAB1AHEAeABFAHIAcgA4ADkAYQBLAE8ASwA0AC8ATAArAHkAQQA9AD0A","","$3,435.44"
"07/08/2021","ELECTRONIC DEPOSIT - 1501HEADWALL PHOPAYROLL   070321","$644.63","WAA3AHEAOQBjADcAdABaAGQAQwBjAEcASwAyAEIAZgBqAFAAYgB3AHUAdwA9AD0A","","$3,445.57"
"07/06/2021","DB DEBIT - 7-06-2021, CHIPOTLE ONLINE          CHIPOTLE.COM CA,AUTH# 664834 DEBIT CARD DEBIT","-$30.17","LwBBAE0AcwAzAFEARwB1AHQAcgBQAHoAMwBLAEoAMQArAFEAUABTAGcAZwA9AD0A","","$2,800.94"
"07/06/2021","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    070621","-$1.00","WQBlAEcANABSAEIAUwBvAFYAcgBZADMANQBjAFQARQA5AEIATQBUADYAUQA9AD0A","","$2,831.11"
"07/06/2021","DB DEBIT - 7-06-2021, VENMO*                   VISA DIRECT  NY,AUTH# 761108 DEBIT CARD DEBIT","-$10.00","UAB2AE0AbAB1ADMAKwBEAFAAcgBDAHQAbQBMAG8ASQBiAG4ASgBOAHkAQQA9AD0A","","$2,832.11"
"07/06/2021","DB DEBIT - 7-06-2021, VENMO*                   VISA DIRECT  NY,AUTH# 759948 DEBIT CARD DEBIT","-$44.00","cABRAGMAQQAwADgAKwBNAGEAUgBOAGIAcwByAEYAMABlAHkAcQBtAEkAdwA9AD0A","","$2,842.11"
"07/06/2021","DB DEBIT - 7-04-2021, E-Z MIDWAY LIQUORS       WESTERLY     RI,AUTH# 97172 DEBIT CARD DEBIT","-$15.99","MgBjAFAARgBjAEoARwBNADIANABKAE0AMABkADAAQQBxAFUAdgBSADkAdwA9AD0A","","$2,886.11"
"07/06/2021","DB DEBIT - 7-04-2021, MANSFIELD ULTRA          MANSFIELD    CT,AUTH# 72081 DEBIT CARD DEBIT","-$4.44","YgBLAGcANQAxADYAZQBIAFgAQwBGADIAeQBJAEIATwBXAEgAQwBRADEAQQA9AD0A","","$2,902.10"
"07/06/2021","DB DEBIT - 7-04-2021, MANSFIELD ULTRA          MANSFIELD    CT,AUTH# 69655 DEBIT CARD DEBIT","-$33.65","TABhAHkAagBFADkATgA4AEcAZgBRAEUAdQBDAGkANwBsAFEAUQA0ADgAdwA9AD0A","","$2,906.54"
"07/06/2021","DB DEBIT - 7-03-2021, HUSKIES RESTAURANT   BA  STORRS MANFLDCT,AUTH# 689988 DEBIT CARD DEBIT","-$22.27","RAAzAHgASwB2AEEAZgB6AE0AeQBQAGEAcwBvADUANABWAFIAVQA1AEIAdwA9AD0A","","$2,940.19"
"07/06/2021","DB DEBIT - 7-03-2021, HUSKIES RESTAURANT   BA  STORRS MANFLDCT,AUTH# 717233 DEBIT CARD DEBIT","-$8.91","TgB2ADIARwBnAHkANwBoAGoAcABvAEkAMwBGAEMAcQB5AFoAUwBKAGYAdwA9AD0A","","$2,962.46"
"07/06/2021","DB DEBIT - 7-04-2021, GOPUFF                   185-540-0783 PA,AUTH# 731892 DEBIT CARD DEBIT","-$14.53","dQB6ADQANgBWAHoAaABJADAAZwB5ADcAOABGAGcAYgBWAFQAMwBaAEoAZwA9AD0A","","$2,971.37"
"07/06/2021","TRANSFER TO MBR 5136510 ACCT 5 07/04/2021 03:54 5458. NISSAN INSURANCE - ","-$56.16","aAB2AFgARgAvAFcANwBFAEkAWQBrAEMAawA3ADUARQAzAHAAagBJADgAZwA9AD0A","","$2,985.90"
